0.0609,439
-0.0514,337
0.1205,686
-0.1374,48
-0.1999,0
-0.1999,0
-0.1847,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1920,0
-0.1999,0
-0.1999,0
-0.1999,36
-0.1452,68
-0.1852,34
-0.1920,0
-0.1652,179
-0.0133,355
-0.0456,277
-0.0539,307
0.0467,592
0.1527,681
0.1649,719
0.1624,693
0.1956,906
0.3988,1171
0.3563,1076
0.3436,1076
0.3646,1189
0.4876,1333
0.4549,1265
0.3958,1129
0.3338,1111
0.4998,1431
0.4242,1162
0.3177,976
0.2313,821
0.2831,912
0.1986,727
0.0765,467
-0.0451,272
0.0345,566
0.0931,473
-0.0485,242
-0.1657,0
-0.1920,45
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1505,66
-0.1920,0
-0.1374,186
-0.1032,176
-0.1320,103
-0.1715,64
-0.0231,432
0.0379,434
0.0164,438
0.0345,447
0.1214,739
0.2367,850
0.2171,796
0.2044,798
0.3148,1119
0.4090,1170
0.3851,1153
0.3773,1109
0.3861,1250
0.5081,1373
0.4373,1211
0.3622,1097
0.3695,1191
0.4310,1181
0.3265,992
0.2386,789
0.1268,692
0.2289,816
0.1117,538
-0.0187,317
-0.0827,267
-0.0294,272
-0.1374,82
-0.1999,0
-0.1999,0
-0.1271,191
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1056,98
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1115,211
-0.0612,274
0.0057,535
0.2030,787
0.1839,738
0.1854,772
0.2425,956
0.3861,1150
0.3851,1149
0.3641,1076
0.3202,1088
0.5057,1526
0.5003,1319
0.4159,1189
0.3690,1101
0.4359,1234
0.3641,1060
0.2542,819
0.1268,598
0.1908,813
0.3143,897
0.1424,616
0.0316,389
-0.0197,400
-0.0290,287
-0.1681,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.0456,221
-0.1999,0
-0.1999,0
-0.1999,0
-0.1686,48
-0.1999,0
-0.1999,0
-0.1999,70
-0.0607,243
-0.1017,186
-0.0915,208
-0.0270,560
0.2411,877
0.2567,885
0.2039,752
0.1527,772
0.4051,1229
0.2870,886
0.1761,695
0.0794,551
0.1283,601
0.0355,405
-0.0929,148
-0.1974,25
-0.0724,307
-0.1920,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1252,141
-0.1872,0
-0.1999,0
-0.1989,82
-0.0646,255
-0.0666,263
-0.0812,214
-0.0700,374
0.2191,829
0.1781,717
0.1747,748
0.1830,802
0.3573,1114
0.3783,1127
0.3456,1048
0.3319,1094
0.5199,1554
0.5189,1374
0.4666,1299
-0.1169,155
-0.0714,245
-0.1662,30
-0.1999,0
-0.1999,0
-0.1999,37
0.0580,383
-0.1481,48
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,22
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,16
-0.1999,0
-0.1999,0
-0.1999,0
-0.1520,143
-0.1627,50
-0.1769,42
-0.1994,0
-0.0719,336
0.0028,377
-0.0426,306
-0.0202,369
0.1102,690
0.1766,741
0.1956,759
0.1747,724
0.2611,1040
0.5164,1371
0.4408,1245
0.4300,1232
0.4281,1306
0.5340,1431
0.4945,1335
0.4110,1161
0.3631,1166
0.5184,1499
0.4437,1205
0.3436,1020
0.2284,774
0.2660,927
0.2044,723
-0.1603,0
-0.1999,0
-0.1999,28
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1491,626
0.0096,331
-0.0915,189
-0.1501,66
-0.0553,314
-0.0514,272
-0.1061,151
-0.1139,186
0.0584,530
0.0423,464
0.0560,497
0.0433,477
0.1664,835
0.2957,958
0.2601,886
0.2684,929
0.3197,1110
0.4564,1279
0.4486,1264
0.4012,1149
0.3617,1169
0.5829,2307
0.8231,1935
0.6908,1712
0.5760,1457
0.5833,1559
0.5160,1344
0.3587,1012
0.2254,786
0.2201,867
0.1834,670
0.0584,455
-0.0461,229
-0.1413,178
-0.1139,136
-0.1999,0
-0.1999,0
-0.1999,0
-0.1891,5
-0.1999,0
-0.1999,0
-0.1999,0
-0.1574,171
0.2762,830
0.1082,566
0.0462,449
0.0785,606
0.1185,602
0.0892,535
0.0331,447
0.0892,682
0.4017,1136
0.3246,1015
0.3231,1010
0.2923,1014
0.4798,1363
0.4793,1314
0.4198,1202
0.4129,1221
0.5497,1513
0.5184,1392
0.4847,1315
0.4105,1158
0.4754,1418
0.6366,1569
0.4681,1249
0.3661,1069
0.3265,1070
0.3158,951
0.2059,729
0.0628,445
-0.0236,413
0.5824,1455
0.3226,903
0.1410,592
-0.1686,80
-0.1593,10
-0.1999,0
-0.1999,0
-0.1999,0
-0.1339,127
-0.1999,0
-0.1999,0
-0.1999,0
-0.1364,111
-0.1476,87
-0.1764,28
-0.1730,153
0.3299,1165
0.2777,891
0.2293,825
0.1986,812
0.3480,1098
0.3607,1094
0.3236,1001
0.3187,1023
0.4764,1395
0.4823,1328
0.4613,1295
0.4310,1206
0.4876,1447
0.5423,1435
0.4544,1241
0.3914,1152
0.4354,1321
0.4261,1168
0.3285,995
0.2220,752
0.1473,752
0.2249,767
0.0736,463
-0.0417,280
-0.0827,282
-0.0670,206
-0.1662,26
-0.1999,0
-0.1999,0
-0.0480,206
-0.1530,13
-0.1999,0
-0.1969,74
-0.1715,6
-0.1999,0
-0.1999,0
-0.1945,104
-0.1032,172
-0.1457,86
-0.1584,95
-0.0348,411
0.0243,432
0.0350,464
0.0370,454
0.1004,719
0.3275,1019
0.2787,928
0.2777,951
0.3153,1096
0.4608,1294
0.4491,1265
0.4051,1157
0.3563,1160
0.5467,1643
0.5418,1405
0.4608,1275
0.3968,1123
0.4456,1276
0.3861,1103
0.2606,818
0.1336,609
0.1585,748
0.1590,618
0.0252,402
-0.0670,198
-0.1530,157
-0.0524,247
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1120,328
-0.1999,0
-0.1579,66
-0.1686,69
-0.0421,334
-0.0387,311
-0.0402,303
-0.0670,264
0.1195,828
0.5477,1407
0.4466,1254
0.4212,1200
0.4730,1425
0.5453,1456
0.5042,1360
0.4481,1263
0.5067,1492
0.6131,1535
0.5248,1407
0.4872,1325
0.4237,1303
0.5497,1462
0.4710,1253
0.3392,1016
0.2674,943
0.3421,1012
0.2171,772
0.1229,573
-0.0089,322
0.0653,529
0.0150,340
-0.1300,87
-0.1999,0
-0.1920,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,138
-0.1442,16
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1867,247
-0.0998,182
-0.1081,192
-0.0607,334
0.1361,663
0.1444,690
0.1668,710
0.1571,710
0.3495,1174
0.5497,1441
0.4769,1321
0.4618,1287
0.5204,1487
0.5438,1451
0.4955,1329
0.4032,1154
0.4256,1328
0.6507,1584
0.4764,1271
0.3714,1068
0.2542,924
0.3099,951
0.1927,693
0.0409,404
-0.0529,310
0.0335,410
-0.0983,145
-0.1916,0
-0.1999,0
-0.1969,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,10
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.0358,402
-0.1090,118
-0.1759,31
-0.1999,18
-0.0861,218
-0.0309,457
0.1190,629
0.1410,764
0.3597,1168
0.3548,1045
0.2928,947
0.2689,918
0.3607,1088
0.2923,922
0.2000,720
0.0814,497
0.1351,704
0.8968,1983
0.5892,1441
0.3885,1056
0.2445,886
0.2059,720
0.0345,358
-0.1505,36
-0.1999,13
-0.1623,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1154,128
-0.1999,0
-0.1999,0
-0.1999,0
-0.1818,6
-0.1999,0
-0.1999,0
-0.1999,32
0.4164,1198
0.2733,878
0.2015,766
0.1385,651
0.2660,947
0.2772,912
0.2254,814
0.2225,836
0.3656,1182
0.3993,1168
0.4017,1179
-0.0451,375
0.0111,491
0.0907,532
-0.0041,320
-0.1374,87
-0.1847,90
-0.1398,47
-0.1999,0
-0.1999,0
-0.1999,0
-0.1989,2
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.0993,325
-0.1735,0
-0.1999,0
-0.1999,0
-0.1974,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.0431,304
-0.1178,141
-0.1349,117
-0.1598,144
0.0111,423
0.0116,395
-0.0285,323
0.0003,432
0.1815,779
0.1883,767
0.2093,797
0.1976,770
0.3123,1133
0.7132,1739
0.5936,1527
0.5482,1470
0.5497,1535
0.6239,1601
0.5667,1473
0.4735,1274
0.4164,1266
0.5999,1751
0.5472,1401
-0.1344,77
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1193,74
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1867,0
-0.1999,0
-0.1999,0
-0.1999,58
-0.0172,336
-0.0812,208
-0.0910,225
-0.0583,359
0.0926,576
0.1082,598
0.0877,558
0.1004,695
0.3958,1360
0.4330,1223
0.4203,1216
0.3973,1169
0.5360,1484
0.5414,1429
0.4647,1264
0.4188,1211
0.5379,1493
0.4955,1330
0.4330,1214
0.3524,1021
0.3592,1167
0.3705,1054
0.2235,755
0.1126,571
0.0912,624
0.0848,496
-0.0168,314
-0.1295,77
-0.1935,82
-0.1169,122
-0.1999,0
-0.1999,0
-0.1999,0
-0.1920,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1286,561
0.1141,534
-0.0050,357
-0.0407,304
0.0682,547
0.0672,509
0.0389,435
0.0047,402
0.1605,803
0.3231,986
0.2801,944
0.2865,943
0.3392,1179
0.4652,1306
0.4422,1232
0.3963,1168
0.4471,1375
0.5589,1447
0.4847,1338
0.4515,1250
0.3944,1246
0.5223,1397
0.4325,1168
0.3080,944
0.2376,893
0.3094,939
0.1844,709
0.0887,496
-0.0456,279
0.0423,565
0.0340,374
-0.1183,114
-0.1999,0
-0.1911,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,163
-0.1276,82
-0.1999,0
-0.1999,0
-0.1227,158
-0.1588,75
-0.1598,66
-0.1920,16
-0.0202,434
0.1336,610
0.0736,534
0.0892,569
0.1825,832
0.2689,920
0.2743,912
0.2455,875
0.3148,1131
0.5340,1409
0.4681,1302
0.4598,1282
0.4154,1256
0.5589,1490
0.5140,1358
0.4168,1176
0.3705,1114
0.4686,1305
0.3705,1072
0.2821,891
0.1610,640
0.1766,797
0.2621,816
0.0814,483
-0.0211,306
-0.0504,336
-0.0724,200
-0.1769,0
-0.1999,0
-0.1999,0
0.8343,1810
0.4198,1082
0.1766,631
-0.0006,400
-0.0270,270
-0.1374,89
-0.1955,0
-0.1950,112
-0.0270,322
-0.0871,204
-0.0929,214
-0.0382,409
0.0892,562
0.0970,587
0.0838,549
0.1048,720
0.3895,1222
0.3763,1113
0.3695,1119
0.3641,1122
0.5111,1429
0.5169,1387
0.4510,1246
0.4017,1183
0.5267,1488
0.5111,1348
0.4398,1229
0.3582,1040
0.3529,1152
0.3685,1063
0.2274,767
0.1151,574
0.0868,619
0.0941,503
-0.0148,320
-0.1247,87
-0.1999,64
-0.0695,183
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.0314,218
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1115,182
-0.0983,186
-0.0939,306
0.2855,1329
0.3900,1117
0.3416,1071
0.3348,1061
0.4798,1354
0.4876,1344
0.4491,1241
0.4061,1191
0.5589,1573
0.5721,1472
0.5023,1368
0.4579,1255
0.4925,1430
0.5140,1369
0.4046,1120
0.2865,916
0.2860,1013
0.2845,878
0.1629,668
0.0653,447
-0.0363,374
0.0946,603
-0.0124,291
-0.1535,55
-0.1999,0
-0.1974,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1515,2148
0.5936,1371
0.2840,834
0.0594,394
-0.0045,378
-0.0983,130
-0.1999,0
-0.1999,0
-0.1999,0
-0.1037,178
-0.0944,231
-0.0377,346
0.1458,723
0.1888,767
0.1986,767
0.1854,757
0.3460,1171
0.5731,1457
0.4979,1359
0.4749,1302
0.4735,1422
0.5721,1496
0.5062,1339
0.4100,1167
0.3748,1191
0.4774,1275
0.3548,1041
0.2664,850
0.1371,615
0.2054,816
0.1654,636
0.0086,355
-0.0729,212
-0.0822,268
-0.1090,133
-0.1999,0
-0.1999,0
-0.1999,0
0.1317,508
-0.1017,122
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1339,170
-0.1999,0
-0.1999,0
-0.1999,0
-0.1686,48
-0.1999,0
-0.1999,0
-0.1999,0
-0.0524,469
0.0003,496
0.1097,632
0.1683,727
0.2879,1023
0.3236,1005
0.2806,901
0.1834,705
0.2079,881
0.4847,1239
0.2923,897
0.1786,683
0.0789,582
0.1122,561
-0.0011,320
-0.1486,48
-0.1999,46
-0.1549,3
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1886,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,0
-0.1999,35
-0.0280,287
